ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
36006396401,windpdt,,,Kingsbury Drive,en,,,Kingsbury Drive,en,Burfield Road,en,,,opp,en,N,E0055224,Old Windsor,,,,,,,0,U,498380,173945,-0.585445628,51.45594851,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,1,rev,act
36006389389,windpam,,,Bells of Ouzeley,en,,,Ouseley Road,en,Straight Road,en,,,o/s,en,NW,E0055224,Old Windsor,,,,,,,0,U,499188,173535,-0.57393509,51.4521223,BCT,MKD,TIP,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,1,rev,act
36006288288,windjpt,,,Stroud Farm Corner,en,,,Stroud Farm Road,en,Holyport Road,en,,,S-bound,en,SW,E0043277,Holyport,,,,,,,0,U,489666,177980,-0.709804251,51.49366551,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2015-01-22T14:07:30,3,rev,act
36006288289,windjpw,,,Stroud Farm Corner,en,,,Stroud Farm Road,en,Holyport Road,en,,,N-bound,en,NE,E0043277,Holyport,,,,,,,0,U,489670,178008,-0.709739544,51.49391658,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2015-01-22T14:06:33,2,rev,act
36006290290,windjta,,,Stroud Farm Shops,en,,,Stroud Farm Road,en,Stompits Road,en,,,o/s,en,E,E0043277,Holyport,,,,,,,0,U,489724,177937,-0.70897994,51.49326979,BCT,MKD,TIP,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,3,rev,act
36006291291,windjtd,,,Hendons Way,en,,,Hendons Way,en,Stompits Road,en,,,nr,en,NE,E0043277,Holyport,,,,,,,0,U,489991,178018,-0.705114417,51.49395553,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,3,rev,act
36006389390,windpap,,,Bells of Ouzeley,en,,,Ouseley Road,en,Straight Road,en,,,opp,en,SE,E0055224,Old Windsor,,,,,,,0,U,499192,173552,-0.573872782,51.45227441,BCT,MKD,TIP,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,1,rev,act
36006391391,windpat,,,Ouseley Road,en,,,Ouseley Road,en,Burfield Road,en,,,adj,en,SE,E0055224,Old Windsor,,,,,,,0,U,499110,173498,-0.5750676,51.45180336,BCT,MKD,OTH,,Service 43 only,en,65,2004-05-07T00:00:00,2007-03-07T00:00:00,2,rev,act
36006300300,windjtp,,,Vansittart Road,en,,,Vansittart Road,en,Clarence Road,en,Vansittart Road,en,W-bound,en,W,N0076684,Windsor,,,,,,,0,U,495915,176598,-0.620193119,51.48021857,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2008-06-07T00:00:00,2,rev,act
36006001398,winapga,,,Sunningdale Railway Station,en,,,road to car park,en,station forecourt,en,,,o/s,en,S,E0057286,Sunningdale,,,,,,,0,U,495191,166752,-0.633259387,51.39183506,BCT,MKD,TIP,,,,65,2004-06-03T00:00:00,2008-12-14T00:00:00,2,rev,act
36006292292,windjtg,,,Bucklebury Close,en,,,Bucklebury Close,en,Stompits Road,en,,,nr,en,SW,E0043277,Holyport,,,,,,,0,U,490045,177940,-0.704356662,51.49324579,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006293293,windjtj,,,Reeve Road,en,,,Trenchard Road,en,Stroud Farm Road,en,,,nr,en,NW,E0043277,Holyport,,,,,,,0,U,489851,177758,-0.707196604,51.49164058,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006305305,wingdaw,,,Kentons Lane,en,Kentons Lane,en,Adj 157,en,Dedworth Road,en,,,adj,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,494776,176380,-0.636648386,51.47845074,BCT,MKD,OTH,,Not in Use,en,65,2004-06-03T00:00:00,2012-02-27T13:03:52,5,rev,act
36006306306,wingdga,,,All Saints Church,en,,,Adj No 220,en,Dedworth Road,en,,,opp,en,E,E0043262,Dedworth,Windsor,,,,,,0,U,494301,176286,-0.643511226,51.47768506,BCT,MKD,OTH,,Not in Use,en,65,2004-06-03T00:00:00,2008-03-24T00:00:00,5,rev,act
36006307307,windjwj,,,Holly Crescent,en,,,Holly Crescent,en,Ruddlesway,en,,,opp,en,N,E0043262,Dedworth,Windsor,,,,,,0,U,493576,176447,-0.6539051,51.47925254,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2007-03-07T00:00:00,1,rev,act
36006260260,windjdg,,,Guards Road,en,,,Guards Road,en,Dedworth Road,en,,,opp,en,E,E0043262,Dedworth,Windsor,,,,,,0,U,493343,176413,-0.657268262,51.47898536,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2004-04-21T00:00:00,4,rev,act
36006302302,windjwa,,,Parsonage Lane,en,,,Parsonage Lane,en,Clarence Road,en,,,W-bound,en,W,N0076682,Clewer,Windsor,,,,,,0,U,495349,176505,-0.628366208,51.47947818,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2007-03-07T00:00:00,1,rev,act
36006302303,windjwd,,,Parsonage Lane,en,,,Parsonage Lane,en,Clarence Road,en,,,E-bound,en,E,N0076682,Clewer,Windsor,,,,,,0,U,495305,176511,-0.628997996,51.47953952,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2007-03-07T00:00:00,1,rev,act
36006215215,windgdp,,,WH Smith,en,,,Central Station Access Road,en,Thames Street,en,,,Stop D,en,NW,E0055226,Windsor Town Centre,Windsor,,,,,,1,U,496729,176954,-0.608377641,51.48328014,BCT,MKD,PTP,,,,65,2004-05-05T00:00:00,2015-01-21T14:36:26,5,rev,act
36006001394,,,,William Street,en,,,Victoria Street,en,William Street,en,,,Taxi Rank,en,,E0055226,Windsor Town Centre,Windsor,,,,,,0,U,496588,176634,-0.610494983,51.48042778,TXR,,,,Evenings only,en,65,2004-06-03T00:00:00,2013-10-09T10:00:59,1,rev,act
36006260261,windjdj,,,Guards Road,en,,,Guards Road,en,Dedworth Road,en,,,nr,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,493478,176375,-0.655334904,51.47862151,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2004-04-21T00:00:00,5,rev,act
36006265265,windjdm,,,The Greene Oak,en,,,Oakley Green Road,en,Dedworth Road,en,,,westbound,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,492986,176491,-0.662386982,51.47974523,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2011-02-21T17:33:05,5,rev,act
36006001449,wingdmg,,,Centrica Millstream,en,,,Centrica,en,Maidenhead Road,en,,,opp,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,494605,177115,-0.638913329,51.48508621,BCT,CUS,TIP,,,,65,2009-01-14T13:48:00,2009-01-14T00:00:00,1,rev,act
36006320320,windmda,,,Ballard Green,en,,,Ballard Green,en,Aston Mead,en,,,opp,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,494029,176999,-0.6472371,51.48413943,BCT,MKD,OTH,,,,65,2004-05-05T00:00:00,2008-03-24T00:00:00,2,rev,act
36006001272,winadgt,,,Bolton Road,en,,,Bolton Road,en,Kings Road,en,,,adj,en,NE,N0076684,Windsor,,,,,,,0,U,496788,175553,-0.607911637,51.47067669,BCT,CUS,OTH,,,,65,2004-05-07T00:00:00,2014-10-22T13:28:24,5,rev,act
36006001302,winadgw,,,Church,en,,,Bedford Lane,en,Church Road,en,,,adj,en,NE,E0057286,Sunningdale,,,,,,,1,U,495374,167516,-0.630424983,51.398672,BCT,CUS,OTH,,,,65,2004-09-28T00:00:00,2008-05-28T00:00:00,2,rev,act
36006391399,windpaw,,,Ouseley Road,en,,,Ouseley Road,en,Burfield Road,en,,,opp,en,W,E0055224,Old Windsor,,,,,,,0,U,499049,173502,-0.57594406,51.45184998,BCT,MKD,OTH,,Service 43 only,en,65,2004-05-07T00:00:00,2007-03-07T00:00:00,2,rev,act
36006392392,windpda,,,Lyndwood Drive,en,,,Lyndwood Drive,en,St Lukes Road,en,,,opp,en,N,E0055224,Old Windsor,,,,,,,0,U,498310,174481,-0.586303951,51.46077865,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001074,winamwd,,,Shire Horse PH,en,,,Shire Horse PH,en,Bath Road A4,en,,,opp,en,NE,E0055222,Maidenhead,,,,,,,0,U,484991,180415,-0.776542004,51.51627589,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2008-05-28T00:00:00,3,rev,act
36006002035,winapmp,,,Lonsdale Close,en,,,Lonsdale Close,en,Blackamoor Lane,en,,,adj,en,S,E0055222,Maidenhead,,,,,,,0,U,489262,182305,-0.714528338,51.53260757,BCT,MKD,TIP,,,,65,2004-04-20T00:00:00,2014-12-23T16:38:48,2,rev,act
36006001303,winadja,,,Holy Trinity School,en,,,Church Road,en,Station Road,en,,,opp,en,N,E0057286,Sunningdale,,,,,,,0,U,495052,167403,-0.635082423,51.39771022,BCT,CUS,OTH,,,,65,2004-09-28T00:00:00,2008-03-24T00:00:00,1,rev,act
36006002179,winapwp,,,Brocas Street,en,,,Watermans Arms,en,Brocas Street,en,,,on,en,NW,E0053883,Eton,,,,,,,0,U,496630,177289,-0.609711342,51.48630831,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2016-08-17T10:29:29,4,rev,act
36006392393,windpdg,,,Lyndwood Drive,en,,,Lyndwood Drive,en,St Lukes Road,en,,,nr,en,S,E0055224,Old Windsor,,,,,,,0,U,498318,174439,-0.5862005,51.46039973,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,2,rev,act
36000003079,wingdjw,,,Square Deal Cafe,en,,,Knowl Hill Common,en,Bath Road A4,en,,,adj,en,NE,E0043279,Knowl Hill,,,,,,,1,U,482276,179455,-0.815883917,51.50804735,BCT,MKD,TIP,,,,65,2008-02-16T10:05:00,2008-02-16T00:00:00,1,rev,act
36006294294,windjtm,,,Earlsfield,en,,,Aysgarth Park,en,Holyport Road,en,,,nr,en,SW,E0043277,Holyport,,,,,,,0,U,489974,178510,-0.705233936,51.4983809,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2007-03-07T00:00:00,2,rev,act
36006001284,winapdm,,,Heatherwood Hospital - west,en,,,Heatherwood Roundabout,en,London Road,en,,,o/s,en,E,E0057282,Ascot,,,,,,,0,U,491263,168873,-0.689153305,51.41154586,BCT,MKD,TIP,,,,65,2006-04-05T00:00:00,2008-05-04T00:00:00,1,rev,act
36006266266,windjdp,,,Ye Old Red Lion PH,en,,,Olde Red Lion PH,en,Oakley Green Road,en,,,o/s,en,SW,E0043267,Fifield,,,,,,,1,U,492612,176260,-0.667831529,51.47773004,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2008-03-24T00:00:00,1,rev,act
36006266267,windjdt,,,Ye Old Red Lion PH,en,,,Olde Red Lion PH,en,Oakley Green Road,en,,,opp,en,NE,E0043267,Fifield,,,,,,,1,U,492617,176272,-0.667756411,51.47783709,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2008-03-24T00:00:00,1,rev,act
36006002367,winagat,,,Stoneyware,en,,,Stoneyware,en,Marlow Road,en,,,adj,en,NE,E0053878,Bisham,,,,,,,0,U,485073,185655,-0.774095748,51.56336773,BCT,CUS,OTH,,,,65,2004-05-28T00:00:00,2007-03-07T00:00:00,2,rev,act
36006002182,winapwt,,,Slough Road,en,,,Allotments,en,Slough Road,en,,,opp 141,en,SE,E0053882,Datchet,,,,,,,0,U,498275,178265,-0.585756079,51.49479818,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2008-03-24T00:00:00,1,rev,act
36006493493,windpwp,,,The Walk,en,,,The Walk,en,Eton Wick Road,en,,,adj,en,SE,E0043266,Eton Wick,,,,,,,1,U,495062,178373,-0.631995352,51.49631772,BCT,MKD,TIP,,,,65,2004-04-29T00:00:00,2015-04-13T15:46:25,2,rev,act
36006491491,windpwj,,,Bunces Close,en,,,Bunces Close,en,Eton Wick Road,en,,,opp,en,W,E0043266,Eton Wick,,,,,,,0,U,495753,178159,-0.622102372,51.49427763,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001447,wingdjm,,,Ray Mill Road East,en,,,Ray Mill Road East,en,Blackamoor Lane,en,,,nr,en,S,E0055222,Maidenhead,,,,,,,0,U,489252,182100,-0.714724357,51.53076637,BCT,MKD,OTH,,,,65,2008-02-16T09:55:00,2008-02-16T00:00:00,1,rev,act
36006001448,wingdma,,,Clara Court,en,,,Allenby Road,en,Courthouse Road,en,,,o/s,en,NW,E0055222,Maidenhead,,,,,,,0,U,487139,181038,-0.745440064,51.5215494,BCT,MKD,OTH,,,,65,2008-06-16T17:25:00,2008-06-16T00:00:00,0,new,act
36006002197,winatag,,,Village Hall,en,,,Milton Close,en,Stanwell Road,en,,,o/s,en,E,E0053884,Horton,,,,,,,1,U,501357,175923,-0.542047047,51.47320343,BCT,MKD,TIP,,,,65,2004-09-24T00:00:00,2008-05-31T00:00:00,1,rev,act
36006002200,winataj,,,Coppermill Road North,en,,,Wraysbury Reservoir,en,Coppermill Road,en,,,opp 62,en,S,E0053884,Horton,,,,,,,0,U,502137,175327,-0.530992573,51.46770614,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2008-03-24T00:00:00,2,rev,act
36006001063,winamtj,,,North Star Lane,en,,,North Star Lane,en,Boyn Hill Road,en,,,adj,en,NE,E0055222,Maidenhead,,,,,,,0,U,487526,180590,-0.739974726,51.51746245,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,2,rev,act
36006002168,winapwm,,,Waldeck Road,en,,,Waldeck Road,en,Bridge Road,en,,,opp,en,E,E0055222,Maidenhead,,,,,,,0,U,489497,181331,-0.711388503,51.52381498,BCT,MKD,OTH,,,,65,2004-04-23T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001285,winapdp,,,Gainsborough Drive,en,,,Gainsborough Drive,en,London Road,en,,,nr,en,E,E0057282,Ascot,,,,,,,0,U,490758,168855,-0.696417083,51.41146501,BCT,MKD,OTH,,,,65,2004-05-25T00:00:00,2008-06-08T00:00:00,1,rev,act
36006002369,winatdt,,,Temple Golf Course,en,,,Temple Golf Course,en,Henley Road,en,,,opp,en,NW,E0043250,Burchett's Green,,,,,,,0,U,483862,182606,-0.792287809,51.53614022,BCT,MKD,OTH,,,,65,2004-06-03T00:00:00,2013-10-07T08:33:34,2,rev,act
36006272273,windjgp,,,Braywood Memorial Hall,en,,,Oakley Green Road,en,Fifield Road,en,,,o/s,en,NE,E0043267,Fifield,,,,,,,0,U,490886,176297,-0.692668412,51.47834223,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2011-02-28T15:55:41,3,rev,act
36006274274,windjgt,,,Meadow Way,en,,,Fifield Road Cottages,en,Fifield Road,en,,,adj,en,SE,E0043267,Fifield,,,,,,,1,U,490794,176826,-0.693856985,51.48311225,BCT,MKD,TIP,,,,65,2004-04-21T00:00:00,2011-02-21T17:18:41,2,rev,act
36006002028,winapjt,,,Juniper Drive,en,,,Juniper Drive,en,Ray Park Road,en,,,opp,en,NE,E0055222,Maidenhead,,,,,,,0,U,489665,181570,-0.708906868,51.52593678,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,1,rev,act
36006002030,winapjw,,,Boulters Gardens,en,,,Horton Close,en,Ray Mill Road East,en,,,nr,en,E,E0055222,Maidenhead,,,,,,,0,U,490168,182348,-0.701459386,51.53285031,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,1,rev,act
36006002401,winagjm,,,Royal Primary School,en,,,The Vinery,en,Gravel Hill,en,,,adj,en,W,E0043318,Windsor Great Park,,,,,,,0,U,496404,171503,-0.614540796,51.43433711,BCT,CUS,OTH,,,,65,2004-08-25T00:00:00,2008-03-24T00:00:00,2,rev,act
36006002387,winagja,,,The Village,en,,,Queen Annes Ride,en,The Village,en,,,southbound,en,E,E0043318,Windsor Great Park,,,,,,,1,U,495433,172355,-0.628275709,51.44215991,BCT,CUS,TIP,,,,65,2004-08-25T00:00:00,2014-10-22T13:27:05,4,rev,act
36006385385,windpad,,,Meadow Way,en,,,Meadow Way,en,Straight Road,en,,,opp,en,NW,E0055224,Old Windsor,,,,,,,0,U,498700,174334,-0.580733072,51.45938951,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,2,rev,act
36006383383,windmwp,,,Toby Carvery,en,,,St Lukes Road,en,Straight Road,en,,,o/s,en,NW,E0055224,Old Windsor,,,,,,,0,U,498420,174713,-0.584656611,51.46284495,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2007-03-07T00:00:00,1,rev,act
36006274275,windjgw,,,Meadow Way,en,,,Fifield Way Cottages,en,Fifield Road,en,,,opp,en,NW,E0043267,Fifield,,,,,,,1,U,490776,176838,-0.694113052,51.483223,BCT,MKD,TIP,,,,65,2004-04-21T00:00:00,2011-02-21T17:17:32,4,rev,act
36006276276,windjma,,,Braywood Memorial Hall,en,,,Little Gables Cottage,en,Forest Green Road,en,,,W-bound,en,W,E0043267,Fifield,,,,,,,0,U,490817,176266,-0.693669667,51.47807463,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2011-03-08T16:29:12,2,rev,act
36006002031,winapma,,,Court Road,en,,,Court Road,en,Lower Cookham Road,en,,,opp,en,N,E0055222,Maidenhead,,,,,,,0,U,490191,182901,-0.700986408,51.53781762,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,1,rev,act
36006002032,winapmd,,,Maidenhead Court Park,en,,,Maidenhead Court Park,en,Sheephouse Road,en,,,opp,en,SW,E0055222,Maidenhead,,,,,,,0,U,489981,183576,-0.703841082,51.54391873,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2008-02-03T00:00:00,1,rev,act
36006002388,winagjd,,,The Copper Horse,en,,,The Long Walk,en,Spring Hill,en,,,opp,en,SE,E0043318,Windsor Great Park,,,,,,,0,U,496850,172840,-0.607761414,51.44627929,BCT,CUS,OTH,,,,65,2004-08-25T00:00:00,2016-02-11T15:05:53,2,rev,act
36006001119,winamwg,,,Earlsfield,en,,,Earlsfield,en,Holyport Road,en,,,opp,en,NE,E0043277,Holyport,,,,,,,0,U,490034,178594,-0.70434841,51.49912645,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2007-03-07T00:00:00,2,rev,act
36006301301,windjtw,,,Orchard Avenue,en,,,Orchard Ave,en,Clarence Road,en,,,adj,en,E,N0076684,Windsor,,,,,,,0,U,495494,176541,-0.626269132,51.47977735,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2004-04-30T00:00:00,1,rev,act
36006487487,windptw,,,High Street,en,,,Sun Close,en,High Street,en,,,S-bound,en,S,E0053883,Eton,,,,,,,1,U,496651,177669,-0.609305083,51.48972048,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006002412,winagjp,,,Sun And Stars PH,en,,,Track to Mount Scipett Farm,en,Forest Green Road,en,,,opp,en,E,E0043267,Fifield,,,,,,,0,U,489618,176602,-0.710844824,51.48128599,BCT,CUS,OTH,,,,65,2004-10-05T00:00:00,2008-03-24T00:00:00,1,rev,act
36006277277,windjmd,,,Forest View Cottages,en,,,Forest View Cottages,en,Forest Green Road,en,,,opp,en,W,E0043267,Fifield,,,,,,,0,U,490085,176441,-0.704162634,51.47976464,BCT,MKD,OTH,,,,65,2004-05-10T00:00:00,2008-10-29T00:00:00,1,rev,act
36006286286,windjpj,,,Tectonic Place,en,,,Tectonic Place,en,Holyport Road,en,,,Adj,en,SW,E0043277,Holyport,,,,,,,0,U,489798,178204,-0.70784646,51.49565817,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006286287,windjpm,,,Tectonic Place,en,,,Tectonic Place,en,Holyport Road,en,,,Opp,en,NE,E0043277,Holyport,,,,,,,0,U,489771,178180,-0.708241388,51.49544671,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006002374,winagdj,,,Golden Ball Lane East,en,,,Golden Ball Lane,en,Winter Hill Road,en,,,opp,en,S,E0055222,Maidenhead,,,,,,,0,U,486231,183132,-0.758011871,51.54051217,BCT,CUS,OTH,,,,65,2004-06-21T00:00:00,2007-03-07T00:00:00,4,rev,act
36006001011,winamjp,,,Aldebury Road,en,,,Sandringham Road,en,Cookham Road,en,,,nr,en,S,E0055222,Maidenhead,,,,,,,0,U,488497,182647,-0.72546833,51.53580214,BCT,MKD,OTH,,Not in Use,en,65,2004-04-20T00:00:00,2007-03-07T00:00:00,2,rev,act
36006488488,windpwa,,,High Street,en,,,Sun Close,en,High Street,en,,,N-bound,en,N,E0053883,Eton,,,,,,,1,U,496647,177639,-0.609370881,51.4894515,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006489489,windpwd,,,Broken Furlong,en,,,Somerville Road,en,Eton Wick Road,en,,,opp,en,W,E0053883,Eton,,,,,,,0,U,496013,178107,-0.618372459,51.49376616,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006277278,windjmg,,,Forest View Cottages,en,,,Forest View Cottages,en,Forest Green Road,en,,,adj,en,E,E0043267,Fifield,,,,,,,0,U,490050,176467,-0.704659877,51.48000392,BCT,MKD,OTH,,,,65,2004-05-10T00:00:00,2008-10-29T00:00:00,1,rev,act
36006279279,windjmj,,,Sun And Stars PH,en,,,Track to Mount Scipett Farm,en,Forest Green Road,en,,,adj,en,W,E0043267,Fifield,,,,,,,0,U,489617,176591,-0.710862008,51.48118727,BCT,MKD,OTH,,,,65,2004-05-10T00:00:00,2008-03-24T00:00:00,1,rev,act
36006001028,winamjw,,,Ray Street,en,,,Maudsley House,en,Ray Street,en,,,N-bound,en,N,E0055222,Maidenhead,,,,,,,0,U,489582,181415,-0.71014232,51.52455661,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,1,rev,act
36006001029,winampa,,,Somerford Close,en,,,Ray Park Road,en,Ray Park Avenue,en,,,nr,en,NW,E0055222,Maidenhead,,,,,,,0,U,489900,181671,-0.705494619,51.52680736,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,1,rev,act
36006001304,winadjd,,,High Street,en,,,Cowarth Road,en,High Street,en,,,NW-bound,en,NW,E0057286,Sunningdale,,,,,,,1,U,495233,167679,-0.632407488,51.40016088,BCT,CUS,TIP,,,,65,2004-09-24T00:00:00,2004-09-24T00:00:00,1,rev,act
36006001355,winajdt,,,Peel Close,en,,,St Leonards Road,en,Peel Close,en,,,S-bound,en,S,N0076684,Windsor,,,,,,,0,U,495549,175752,-0.625690513,51.47267582,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2010-11-05T12:24:35,4,rev,act
36006280280,windjmp,,,Jolly Gardener,en,,,Forest Green,en,Moneyrow Green,en,,,nr,en,NE,E0043287,Moneyrow Green,,,,,,,0,U,488972,176870,-0.720077628,51.48379696,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006280281,windjmt,,,Jolly Gardener,en,,,Forest Green,en,Moneyrow Green,en,,,opp,en,SW,E0043287,Moneyrow Green,,,,,,,0,U,488958,176848,-0.720284727,51.4836014,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006491492,windpwm,,,Bunces Close,en,,,Bunces Close,en,Eton Wick Road,en,,,adj,en,SE,E0043266,Eton Wick,,,,,,,0,U,495726,178183,-0.622484674,51.49449793,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,2,rev,act
36006493494,windpwt,,,The Walk,en,,,The Walk,en,Eton Wick Road,en,,,opp,en,NW,E0043266,Eton Wick,,,,,,,1,U,495059,178358,-0.632042591,51.49618339,BCT,MKD,TIP,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001030,winampd,,,Claires Court School,en,,,Ray Park Avenue,en,Ray Mill Road East,en,,,opp,en,E,E0055222,Maidenhead,,,,,,,0,U,489807,182293,-0.70667643,51.53241338,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2008-03-24T00:00:00,1,rev,act
36006001034,winampg,,,Thames Crescent,en,,,Thames Crescent,en,Sheephouse Road,en,,,adj,en,S,E0055222,Maidenhead,,,,,,,0,U,489781,182588,-0.706976037,51.5350693,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2008-10-26T00:00:00,1,rev,act
36006489490,windpwg,,,Broken Furlong,en,,,Broken Furlong,en,Eton Wick Road,en,,,adj,en,E,E0053883,Eton,,,,,,,0,U,495964,178124,-0.619073442,51.49392728,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006372373,windmtj,,,Trevelyan School,en,,,Cavalry Crescent,en,St Leonards Road,en,,,o/s,en,W,N0076684,Windsor,,,,,,,0,U,496072,175575,-0.618210847,51.47099633,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006282282,windjmw,,,White Hart PH,en,,,Ivy Close,en,Moneyrow Green,en,,,o/s,en,NE,E0043287,Moneyrow Green,,,,,,,1,U,489079,177066,-0.718487719,51.48554203,BCT,MKD,TIP,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006283283,windjpa,,,Bartletts Lane,en,,,Bartletts Lane,en,Moneyrow Green,en,,,opp,en,SW,E0043287,Moneyrow Green,,,,,,,0,U,489160,177266,-0.71727104,51.48732713,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2007-03-07T00:00:00,1,rev,act
36006495495,windtad,,,Bell Lane,en,,,Haywards Mead,en,Eton Wick Road,en,,,adj,en,SE,E0043266,Eton Wick,,,,,,,0,U,494822,178474,-0.63542446,51.49726586,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,2,rev,act
36006496496,windtag,,,Moores Lane,en,,,Moores Lane,en,Eton Wick Road,en,,,o/s 29,en,NW,E0043266,Eton Wick,,,,,,,0,U,494675,178524,-0.637528039,51.49773991,BCT,MKD,OTH,,,,65,2004-04-29T00:00:00,2007-03-07T00:00:00,1,rev,act
36006374374,windmtm,,,All Saints' Church,en,,,Osborne Road,en,Frances Road,en,,,opp,en,SW,N0076684,Windsor,,,,,,,0,U,496518,176034,-0.61166643,51.4750464,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2015-04-13T15:41:26,2,rev,act
36006374375,windmtp,,,All Saints' Church,en,,,Alexandra Road,en,Frances Road,en,,,adj,en,NE,N0076684,Windsor,,,,,,,0,U,496566,176082,-0.610962411,51.47546969,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2015-04-13T15:41:03,2,rev,act
