ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
36000601451,wingdmt,,,Linden Surgery,en,,,Linden Surgery,en,Courthouse Road,en,,,SW-bound,en,SW,E0043271,Furze Platt,Maidenhead,,,,,,0,U,487634,182265,-0.738002513,51.53250271,BCT,MKD,OTH,,,,65,2009-04-24T13:40:00,2009-04-24T00:00:00,0,new,act
36006719720,windtpt,,,Lowbrook Drive,en,,,Lowbrook Drive,en,Woodlands Park Road,en,,,adj,en,NE,E0043321,Woodlands Park,Maidenhead,,,,,,0,U,486483,179030,-0.75538467,51.50359954,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001465,wingjaj,,,Balmoral,en,Balmoral,en,Dorchester Close,en,Cranbrook Drive,en,,,adj,en,SE,E0043271,Furze Platt,Maidenhead,,,,,,0,U,486818,182235,-0.749770879,51.53235893,BCT,MKD,OTH,,,,65,2012-12-11T11:12:28,2012-12-11T11:12:28,0,new,act
36006725726,windwad,,,Braywick House East,en,,,Hibbert Road,en,Braywick Road,en,,,opp,en,SE,E0043245,Bray Wick,Maidenhead,,,,,,0,U,489427,179352,-0.712898641,51.50603649,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2007-03-07T00:00:00,1,rev,act
36006002128,winapwg,,,Cannon Hill Way,en,Cannon Hill Way,en,Cannon Hill Way,en,Windsor Road,en,,,nr,en,SE,E0043245,Bray Wick,Maidenhead,,,,,,0,U,489820,178874,-0.707359284,51.50167742,BCT,MKD,OTH,,Not in Use,en,65,2004-04-20T00:00:00,2012-02-27T13:33:14,2,rev,act
36006002103,winadwj,,,Woodlands Park Shops,en,,,Cannon Lane,en,Woodlands Park Road,en,,,W-bound,en,W,E0043321,Woodlands Park,Maidenhead,,,,,,0,U,486012,178910,-0.762198139,51.5025926,BCT,CUS,TIP,,,,65,2004-10-01T00:00:00,2015-01-22T12:55:26,3,rev,act
36006002007,winapjg,,,Cranbrook Drive Terminus,en,,,Hemsdale,en,Cranbrook Drive,en,,,W-bound,en,SW,E0043271,Furze Platt,Maidenhead,,,,,,0,U,487038,182224,-0.746602752,51.53222623,BCT,MKD,TIP,,,,65,2004-04-20T00:00:00,2015-01-06T16:24:41,3,rev,act
36006002065,winadwg,,,Audley Drive,en,,,,,Badminton Road,en,,,opp,en,SW,E0055222,Maidenhead,,,,,,,0,U,487042,180651,-0.746933252,51.51808548,BCT,CUS,OTH,,,,65,2004-04-20T00:00:00,2007-08-25T00:00:00,2,rev,act
36006002085,winapwa,,,Kings Grove,en,,,Clare Road,en,Kings Grove,en,,,o/s 3,en,S,E0055222,Maidenhead,,,,,,,0,U,488233,180883,-0.729714915,51.51998645,BCT,MKD,OTH,,Not in Use,en,65,2004-04-20T00:00:00,2008-03-24T00:00:00,1,rev,act
36006001399,winadpj,,,Charters School,en,,,Charters Road,en,school grounds,en,,,o/s,en,W,E0057286,Sunningdale,,,,,,,0,U,493932,166841,-0.651325372,51.39284465,BCT,CUS,TIP,,,,65,2004-06-03T00:00:00,2004-06-03T00:00:00,1,rev,act
36006002301,winagaj,,,Herne Place,en,,,London Road,en,Bedford Lane,en,,,adj,en,E,E0057286,Sunningdale,,,,,,,0,U,495997,167491,-0.621479135,51.39834232,BCT,CUS,OTH,,,,65,2004-09-28T00:00:00,2004-09-28T00:00:00,1,rev,act
36006002306,winagam,,,Cannon Corner,en,,,London Road,en,Buckhurst Road,en,,,S-bound,en,SW,E0057286,Sunningdale,,,,,,,0,U,494868,168444,-0.637448464,51.4070986,BCT,CUS,OTH,,,,65,2004-08-25T00:00:00,2008-06-10T00:00:00,2,rev,act
36006002355,winajma,,,Peel Close,en,,,St Leonards Road,en,Peel Close,en,,,N-bound,en,N,N0076684,Windsor,,,,,,,0,U,495534,175747,-0.625907764,51.4726334,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2010-11-05T12:26:52,3,rev,act
36006230231,windgmw,,,The Green,en,,,Datchet High Street,en,The Green,en,,,adj,en,E,E0053882,Datchet,,,,,,,1,U,498724,177079,-0.579621733,51.48405943,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2014-03-11T10:55:31,3,rev,act
36006231231,windgpa,,,Green Lane,en,,,Green Lane,en,Horton Road,en,,,opp,en,SE,E0053882,Datchet,,,,,,,0,U,498992,177003,-0.575784702,51.4833295,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2007-03-07T00:00:00,2,rev,act
36006002157,winadwm,,,Windsor Castle PH,en,,,Osborne Road,en,Kings Road,en,,,nr,en,N,N0076684,Windsor,,,,,,,0,U,496935,175868,-0.605709607,51.47348305,BCT,CUS,OTH,,,,65,2004-04-22T00:00:00,2008-06-07T00:00:00,2,rev,act
36006001271,winapdg,,,Queen Annes Gate,en,,,Queen Annes Road,en,Kings Road,en,,,northbound,en,NE,N0076684,Windsor,,,,,,,0,U,496550,175142,-0.61144924,51.46702288,BCT,MKD,TIP,,,,65,2004-09-27T00:00:00,2014-10-22T13:23:57,3,rev,act
36006231234,windgpd,,,Green Lane,en,,,Green Lane,en,Horton Road,en,,,adj,en,NW,E0053882,Datchet,,,,,,,0,U,499057,176950,-0.574863783,51.48284173,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2004-04-30T00:00:00,1,rev,act
36006232232,windgpg,,,Primary School,en,,,The Green,en,Horton Road,en,,,o/s,en,W,E0053882,Datchet,,,,,,,1,U,498826,177053,-0.578160538,51.48380793,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2004-04-30T00:00:00,2,rev,act
36006002356,winajmd,,,Upcroft,en,,,Peel Close,en,Upcroft,en,,,N-bound,en,N,N0076684,Windsor,,,,,,,0,U,495569,175865,-0.625372118,51.47368819,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2010-11-05T12:21:53,3,rev,act
36006002357,winajmg,,,Westmead,en,,,Upcroft,en,Westmead,en,,,N-bound,en,NE,N0076684,Windsor,,,,,,,0,U,495699,176009,-0.623461979,51.47496065,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2010-11-05T12:19:35,3,rev,act
36006002358,winajmj,,,Springfield Road,en,,,Springfield Close,en,Springfield Road,en,,,E-bound,en,SE,N0076684,Windsor,,,,,,,0,U,495780,176097,-0.622272228,51.47573798,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2008-06-10T00:00:00,2,rev,act
36006002359,winajmp,,,Bulkeley Avenue,en,,,Dyson Close,en,Bulkeley Avenue,en,,,S-bound,en,SE,N0076684,Windsor,,,,,,,0,U,495804,175823,-0.622000972,51.47327096,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2008-06-10T00:00:00,2,rev,act
36006001374,winadmd,,,Golden Ball Lane East,en,,,Golden Ball Lane,en,Winter Hill Road,en,,,adj,en,N,E0055222,Maidenhead,,,,,,,0,U,486213,183134,-0.758270861,51.5405329,BCT,CUS,OTH,,,,65,2004-06-21T00:00:00,2007-03-07T00:00:00,4,rev,act
36006001061,winadam,,,Boyn Hill Avenue,en,,,Boyndon Road,en,BOYN HILL AVENUE,en,,,E-bound,en,NE,E0055222,Maidenhead,,,,,,,0,U,488069,180990,-0.732051271,51.52097386,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2014-12-23T14:31:40,2,rev,act
0360ASCOT1,,,,Ascot Rail Station,en,,,Station entrance,en,Lyndhurst Road,en,,,Rear entrance,en,,E0057282,Ascot,,,,,,,0,U,492163,168263,-0.676374566,51.40591706,RSE,,,,,,65,2004-12-07T00:00:00,2004-12-07T00:00:00,0,new,act
36006001387,winadpd,,,The Village,en,,,Queen Annes Ride,en,The Village,en,,,northbound,en,W,E0043318,Windsor Great Park,,,,,,,1,U,495429,172343,-0.628336476,51.44205272,BCT,CUS,TIP,,,,65,2004-08-25T00:00:00,2014-10-22T13:26:49,3,rev,act
36006001370,winadjt,,,Honey Lane,en,,,houses,en,Honey Lane,en,,,N-bound,en,N,E0053885,Hurley,,,,,,,0,U,482460,182105,-0.812614027,51.53184275,BCT,CUS,OTH,,,,65,2005-10-18T00:00:00,2008-10-29T00:00:00,1,rev,act
36006001356,winajdw,,,Upcroft,en,,,Peel Close,en,Upcroft,en,,,S-bound,en,S,N0076684,Windsor,,,,,,,0,U,495582,175864,-0.62518527,51.47367701,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2010-11-05T12:21:00,4,rev,act
36006002033,winapmg,,,Poplars Grove,en,,,Poplars Grove,en,Sheephouse Road,en,,,adj,en,S,E0055222,Maidenhead,,,,,,,0,U,489854,182852,-0.705856554,51.53743082,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2014-12-23T16:33:13,2,rev,act
36006002034,winapmj,,,Sheephouse Road,en,,,Sheephouse Road,en,Summerleaze Road,en,,,nr,en,NW,E0055222,Maidenhead,,,,,,,0,U,489675,182436,-0.708542537,51.53371978,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2008-10-26T00:00:00,3,rev,act
36006002077,winaptp,,,Frogmore Farm,en,,,Burchetts Green Road,en,Bath Road A4,en,,,adj,en,SW,E0043279,Knowl Hill,,,,,,,0,U,483091,180202,-0.803967572,51.51464341,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001371,winadjw,,,Choseley Road,en,,,shop,en,Choseley Road,en,,,on,en,NW,E0043279,Knowl Hill,,,,,,,0,U,482289,179747,-0.815628592,51.5106704,BCT,CUS,OTH,,,,65,2004-06-03T00:00:00,2007-03-07T00:00:00,1,rev,act
36006232233,windgpj,,,Primary School,en,,,The Green,en,Horton Road,en,,,opp,en,E,E0053882,Datchet,,,,,,,1,U,498854,177056,-0.577756594,51.48383001,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2007-03-07T00:00:00,2,rev,act
36006230230,windgmt,,,The Green,en,,,Morning Star PH,en,The Green,en,,,opp,en,W,E0053882,Datchet,,,,,,,1,U,498684,177062,-0.580202347,51.48391359,BCT,MKD,TIP,,Service 560 only,en,65,2004-04-30T00:00:00,2007-03-07T00:00:00,1,rev,act
36006727727,windwaj,,,St Marys Road,en,,,St Marys Hill,en,Brockenhurst Road,en,,,E-bound,en,SE,E0043299,South Ascot,Ascot,,,,,,1,U,493090,167248,-0.663317077,51.39664184,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2004-05-07T00:00:00,1,rev,act
36006001105,winadga,,,The Bell,en,,,Church,en,The Street,en,482941,en,o/s,en,NW,E0053890,Waltham St Lawrence,,,,,,,1,U,482941,176897,-0.80690465,51.48495508,BCT,CUS,TIP,,,,65,2004-04-20T00:00:00,2008-12-14T00:00:00,2,rev,act
36006002400,winagjg,,,Royal Lodge,en,,,Bishops Gate,en,Spring Hill,en,,,S-bound,en,S,E0043318,Windsor Great Park,,,,,,,0,U,497593,172225,-0.597242777,51.44062375,BCT,CUS,TIP,,,,65,2004-08-25T00:00:00,2008-06-10T00:00:00,2,rev,act
36006002284,winatdg,,,Heatherwood Hospital - west,en,,,Heatherwood Roundabout,en,London Road,en,,,opp,en,W,E0057282,Ascot,,,,,,,0,U,491233,168838,-0.689593536,51.41123606,BCT,MKD,TIP,,,,65,2006-04-05T00:00:00,2008-05-04T00:00:00,1,rev,act
36006001450,wingdmp,,,Windsor Castle PH,en,,,St Marks Road,en,Bath Road,en,St Marks Road,en,Opp,en,E,E0055222,Maidenhead,,,,,,,0,U,488033,181161,-0.732527335,51.52251662,BCT,MKD,TIP,,,,65,2009-04-24T13:32:00,2015-01-21T11:29:24,4,rev,act
36006001455,wingdpm,,,Winston Court,en,,,Winston Court,en,Halifax Road,en,,,nr,en,SE,E0055222,Maidenhead,,,,,,,0,U,486558,181962,-0.753585259,51.52994473,BCT,MKD,OTH,,,,65,2010-06-03T11:56:00,2013-10-14T15:27:57,3,rev,act
36006002285,winatdj,,,Gainsborough Drive,en,,,Gainsborough Drive,en,London Road,en,,,opp,en,W,E0057282,Ascot,,,,,,,0,U,490815,168831,-0.69560387,51.41124015,BCT,MKD,OTH,,,,65,2004-05-25T00:00:00,2008-06-10T00:00:00,2,rev,act
36006001425,winapgt,,,Crown PH,en,,,Hall Place Lane,en,Burchetts Green Road,en,,,NE-bound,en,NE,E0043250,Burchett's Green,,,,,,,1,U,483955,181407,-0.791232725,51.52534811,BCT,MKD,TIP,,,,65,2004-05-25T00:00:00,2004-05-25T00:00:00,1,rev,act
36006001357,winajga,,,Westmead,en,,,Upcroft,en,Westmead,en,,,S-bound,en,SW,N0076684,Windsor,,,,,,,0,U,495714,176009,-0.623246067,51.47495811,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2010-11-05T12:17:08,4,rev,act
36006001358,winajgd,,,Springfield Road,en,,,Springfield Close,en,Springfield Road,en,,,W-bound,en,NW,N0076684,Windsor,,,,,,,0,U,495768,176087,-0.622447667,51.47565012,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2008-06-10T00:00:00,3,rev,act
36006001456,wingdpt,,,The Conifers,en,,,,,Pinkneys Road,en,The Conifers,en,nr,en,NW,E0055222,Maidenhead,,,,,,,0,U,486300,181830,-0.75733591,51.52879758,BCT,MKD,OTH,,,,65,2010-06-03T11:59:00,2010-06-03T00:00:00,1,rev,act
36006001457,wingdpw,,,Vanwall Business Park,en,Vanwall Bus Park,en,Toys R Us,en,Vanwall Road,en,,,near,en,E,E0055222,Maidenhead,,,,,,,0,U,487161,179942,-0.74539374,51.51169376,BCT,CUS,OTH,,,,65,2010-06-18T00:00:00,2010-06-18T00:00:00,0,new,act
36006002213,winatat,,,Primary School,en,,,Fairfield Approach,en,Welley Road,en,,,o/s,en,S,E0053892,Wraysbury,,,,,,,0,U,500030,174207,-0.561631782,51.45801475,BCT,MKD,TIP,,,,65,2004-04-30T00:00:00,2008-05-28T00:00:00,2,rev,act
36006002203,winadwp,,,Railway Station,en,,,Whitehall Lane,en,Coppermill Road,en,,,adj,en,SW,E0053892,Wraysbury,,,,,,,0,U,501439,174264,-0.541342348,51.45827666,BCT,CUS,TIP,,,,65,2004-10-05T00:00:00,2004-10-05T00:00:00,1,rev,act
36006001400,winadpm,,,Royal Lodge,en,,,Bishops Gate,en,Spring Hill,en,,,N-bound,en,N,E0043318,Windsor Great Park,,,,,,,0,U,497579,172221,-0.597445242,51.4405902,BCT,CUS,TIP,,,,65,2004-08-25T00:00:00,2008-06-10T00:00:00,3,rev,act
36006001401,winadpt,,,Royal Primary School,en,,,The Vinery,en,Gravel Hill,en,,,opp,en,E,E0043318,Windsor Great Park,,,,,,,0,U,496388,171513,-0.614768178,51.43442972,BCT,CUS,OTH,,,,65,2004-08-25T00:00:00,2008-03-24T00:00:00,2,rev,act
36006002292,winatdm,,,Victoria Road,en,,,Victoria Road,en,Brockenhurst Road,en,,,N-bound,en,NW,E0043299,South Ascot,Ascot,,,,,,0,U,492516,167893,-0.671397375,51.40253365,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2008-06-10T00:00:00,3,rev,act
36006002212,winatap,,,Gloucester Drive,en,,,Gloucester Drive,en,Wraysbury Road,en,,,adj,en,SE,E0043278,Hythe End,,,,,,,0,U,502345,172238,-0.52889192,51.43990292,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2008-03-24T00:00:00,2,rev,act
36006001359,winajgj,,,Bulkeley Avenue,en,,,Dyson Close,en,Bulkeley Avenue,en,,,N-bound,en,NW,N0076684,Windsor,,,,,,,0,U,495787,175816,-0.622247558,51.47321091,BCT,HAR,OTH,,,,65,2004-04-23T00:00:00,2008-06-10T00:00:00,3,rev,act
36006002257,winataw,,,Osborne Road,en,,,Fountain Gardens,en,Osborne Road,en,,,eastbound,en,SE,N0076684,Windsor,,,,,,,0,U,496758,175880,-0.608253983,51.47362117,BCT,MKD,OTH,,,,65,2004-05-07T00:00:00,2015-04-13T15:43:28,2,rev,act
36006002001,winapjd,,,St Lukes Road,en,,,Norfolk Road,en,Craufurd Rise,en,,,opp,en,NW,E0055222,Maidenhead,,,,,,,0,U,488435,181477,-0.726655415,51.52529449,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2007-03-07T00:00:00,2,rev,act
36006001062,winadap,,,All Saints' Church,en,,,Boyn Hill Road,en,BOYN HILL AVENUE,en,,,adj,en,NE,E0055222,Maidenhead,,,,,,,0,U,487743,180800,-0.736795938,51.51931657,BCT,MKD,TIP,,,,65,2004-04-20T00:00:00,2014-12-23T15:53:56,3,rev,act
36006002271,winadwt,,,Queen Annes Gate,en,,,Queen Annes Road,en,Kings Road,en,,,southbound,en,SW,N0076684,Windsor,,,,,,,0,U,496558,175124,-0.611339019,51.46685972,BCT,CUS,TIP,,,,65,2004-09-27T00:00:00,2014-10-22T13:24:22,3,rev,act
36006002272,winagad,,,Bolton Road,en,,,Bolton Road,en,Kings Road,en,,,opp,en,SW,N0076684,Windsor,,,,,,,0,U,496805,175551,-0.607667509,51.47065581,BCT,CUS,OTH,,,,65,2004-05-07T00:00:00,2014-10-22T13:28:04,5,rev,act
36006001426,winapgw,,,College Gates,en,,,Henley Road,en,Burchetts Green Road,en,,,adj,en,NE,E0043250,Burchett's Green,,,,,,,0,U,484097,182052,-0.789032577,51.53112518,BCT,MKD,OTH,,,,65,2004-09-28T00:00:00,2014-12-23T16:23:52,2,rev,act
36006001402,winadpw,,,Norfolk Farm,en,,,Mill Covert,en,Norfolk Plantation,en,,,adj,en,E,E0043318,Windsor Great Park,,,,,,,0,U,496197,170262,-0.617854324,51.42321696,BCT,CUS,TIP,,,,65,2004-08-25T00:00:00,2008-03-24T00:00:00,1,rev,act
36006002204,winatam,,,Douglas Lane,en,,,Douglas Lane,en,Station Road,en,,,opp,en,SW,E0053892,Wraysbury,,,,,,,0,U,500816,174275,-0.550303186,51.45848671,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2004-04-30T00:00:00,1,rev,act
36006001197,winadgd,,,Village Hall,en,,,Milton Close,en,Stanwell Road,en,,,opp,en,W,E0053884,Horton,,,,,,,1,U,501344,175909,-0.542238167,51.47307991,BCT,CUS,TIP,,,,65,2004-09-24T00:00:00,2008-05-31T00:00:00,1,rev,act
36006001427,winapja,,,Rose Lane Crossroads,en,,,Rose Lane,en,Warren Row Road,en,,,at,en,SE,E0043311,Warren Row,,,,,,,1,U,480405,181130,-0.842455467,51.52337388,BCT,MKD,OTH,,,,65,2004-05-25T00:00:00,2007-03-07T00:00:00,1,rev,act
36006001433,winadtw,,,Golden Ball Lane West,en,,,Golden Ball Lane,en,Marlow Road,en,,,adj,en,SE,E0055222,Maidenhead,,,,,,,0,U,485921,183061,-0.762498007,51.53992114,BCT,CUS,OTH,,,,65,2004-10-01T00:00:00,2007-03-07T00:00:00,2,rev,act
36006001064,winamtm,,,Wootton Way Shops,en,,,Haddon Road,en,Wooton Way,en,,,adj,en,SE,E0055222,Maidenhead,,,,,,,0,U,487321,180420,-0.742970468,51.51596596,BCT,MKD,TIP,,,,65,2004-04-20T00:00:00,2008-03-24T00:00:00,3,rev,act
36006001065,winadat,,,Audley Drive,en,,,,,Badminton Road,en,,,adj,en,NE,E0055222,Maidenhead,,,,,,,0,U,487049,180674,-0.74682672,51.51829116,BCT,CUS,OTH,,,,65,2004-04-20T00:00:00,2007-08-25T00:00:00,3,rev,act
36006256256,windjam,,,The Maypole,en,,,Wolf Lane,en,Dedworth Road,en,,,W-bound,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,494152,176286,-0.645656095,51.47770985,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2011-06-21T12:37:01,2,rev,act
36006257257,windjap,,,Tesco,en,,,Roses Lane,en,Dedworth Road,en,,,opp,en,E,E0043262,Dedworth,Windsor,,,,,,1,U,493942,176336,-0.64866579,51.47819417,BCT,MKD,TIP,,,,65,2004-04-21T00:00:00,2015-04-13T15:25:01,3,rev,act
36006257262,windjat,,,Tesco,en,,,Roses Lane,en,Dedworth Road,en,,,adj,en,W,E0043262,Dedworth,Windsor,,,,,,1,U,493973,176317,-0.648224585,51.47801824,BCT,MKD,TIP,,,,65,2004-04-21T00:00:00,2015-04-13T15:25:43,3,rev,act
36006258258,windjaw,,,Tinkers Lane,en,,,Tinkers Lane,en,Dedworth Road,en,,,nr,en,W,E0043262,Dedworth,Windsor,,,,,,0,U,493659,176360,-0.652733302,51.47845678,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2004-04-21T00:00:00,1,rev,act
36006001445,wingamd,,,Romney Lock Car Park,en,,,Car Park,en,Romney Lock Road,en,,,adj,en,N,E0055226,Windsor Town Centre,Windsor,,,,,,0,U,496994,177528,-0.604405043,51.4883944,BCT,CUS,OTH,,,,65,2006-07-12T00:00:00,2008-03-24T00:00:00,2,rev,act
36006001389,winapdw,,,Home Park Car Park,en,,,Romney Lock Road,en,Home Park car park,en,,,at,en,SW,E0055226,Windsor Town Centre,Windsor,,,,,,0,U,497245,177930,-0.600680479,51.49196483,BCT,MKD,TIP,,,,65,2004-06-03T00:00:00,2010-11-17T14:01:24,2,rev,act
36006001277,winapdj,,,Staff Entrance,en,,,Staff car park,en,private road,en,,,at,en,NE,N0060933,Legoland,Windsor,,,,,,0,U,494129,174707,-0.646407253,51.46352005,BCT,MKD,TIP,,,,65,2004-05-07T00:00:00,2010-11-17T14:02:08,3,rev,act
36006002277,winatda,,,Legoland,en,,,Main entrance,en,private road,en,,,Main Entrance,en,S,N0060933,Legoland,Windsor,,,,,,1,U,493582,174779,-0.654259921,51.46425785,BCT,MKD,TIP,,,,65,2004-05-07T00:00:00,2015-08-03T13:04:30,4,rev,act
36006001391,,,,Riverside Station,en,,,Datchet Road,en,Farm Yard,en,,,Taxi Rank,en,,E0055226,Windsor Town Centre,Windsor,,,,,,0,U,496848,177208,-0.606594861,51.48554297,TXR,,,,,,65,2004-06-03T00:00:00,2013-10-10T10:20:00,3,rev,act
36006001380,winadpa,,,Castle Hill,en,,,Castle Hill,en,Thames Street,en,,,adj,en,SE,E0055226,Windsor Town Centre,Windsor,,,,,,0,U,496774,176902,-0.607744026,51.48280504,BCT,CUS,PTP,,,,65,2004-06-21T00:00:00,2019-08-28T14:12:58,3,rev,del
36006258259,windjda,,,Tinkers Lane,en,,,Tinkers Lane,en,Dedworth Road,en,,,Opp,en,E,E0043262,Dedworth,Windsor,,,,,,0,U,493615,176381,-0.653361141,51.47865282,BCT,MKD,OTH,,,,65,2004-04-21T00:00:00,2004-04-21T00:00:00,1,rev,act
36006002463,wingjad,,,Poolmans Road,en,Poolmans Road,en,Washington Drive,en,Wolf Lane,en,,,adj,en,E,E0043262,Dedworth,Windsor,,,,,,0,U,493986,175737,-0.648191555,51.47280246,BCT,HAR,OTH,,,,65,2012-03-12T15:28:30,2012-03-12T15:28:30,0,new,act
36006002300,winagag,,,Broomhall Lane,en,,,Cedar Drive,en,Broomhall Lane,en,,,northbound,en,N,E0057286,Sunningdale,,,,,,,1,U,495382,166833,-0.630493351,51.39253114,BCT,CUS,TIP,,,,65,2004-09-28T00:00:00,2014-10-22T13:19:33,5,rev,act
36006001439,wingajp,,,King Edward VII Car Park,en,,,Datchet Road,en,Car park,en,,,adj,en,SW,N0076684,Windsor,,,,,,,0,U,497052,177343,-0.603620742,51.48672153,BCT,CUS,TIP,,,,65,2005-12-15T00:00:00,2007-02-07T00:00:00,2,rev,act
36006002108,winajgm,,,White Hart PH,en,,,White Hart PH,en,The Street,en,,,opp,en,S,E0043298,Shurlock Row,,,,,,,0,U,483296,174303,-0.802403946,51.46158412,BCT,HAR,TIP,,,,65,2004-10-01T00:00:00,2010-11-08T11:31:36,2,rev,act
36006001454,wingdpj,,,Langworthy Lane,en,,,Langworthy Lane,en,Moneyrow Green,en,,,opp,en,NE,E0043287,Moneyrow Green,,,,,,,0,U,489219,177578,-0.716342775,51.49012247,BCT,MKD,OTH,,,,65,2010-04-13T13:50:00,2010-04-14T00:00:00,1,rev,act
36006001198,winapap,,,Berkyn Manor,en,,,Foundry Lane,en,Stanwell Road,en,,,W-bound,en,NW,E0053884,Horton,,,,,,,0,U,501854,175740,-0.534946409,51.47146937,BCT,MKD,OTH,,,,65,2004-04-30T00:00:00,2004-04-30T00:00:00,1,rev,act
36006001200,winadgj,,,Coppermill Road North,en,,,Wraysbury Reservoir,en,Coppermill Road,en,,,o/s 62,en,N,E0053884,Horton,,,,,,,0,U,502120,175326,-0.531237513,51.46770022,BCT,CUS,OTH,,,,65,2004-04-30T00:00:00,2008-03-24T00:00:00,2,rev,act
36006002109,winajgp,,,Hill Farm,en,,,Hill Farm,en,Shurlock Road,en,,,opp,en,S,E0043298,Shurlock Row,,,,,,,0,U,483212,175037,-0.803440241,51.46819479,BCT,HAR,OTH,,,,65,2004-10-01T00:00:00,2010-11-08T11:32:48,2,rev,act
36006001108,winajdg,,,White Hart PH,en,,,White Hart PH,en,The Street,en,,,adj,en,N,E0043298,Shurlock Row,,,,,,,0,U,483279,174304,-0.802648356,51.46159561,BCT,HAR,TIP,,,,65,2004-10-01T00:00:00,2010-11-08T11:27:50,2,rev,act
36006001066,winamtp,,,Great Hill Crescent,en,,,Great Hill Crescent,en,Badminton Road,en,,,adj,en,NW,E0055222,Maidenhead,,,,,,,0,U,486958,180490,-0.748183231,51.51665113,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2008-03-24T00:00:00,3,rev,act
36006001036,winampj,,,North Town Road,en,,,North Town Road,en,Ray Mill Road West,en,,,opp,en,W,E0055222,Maidenhead,,,,,,,0,U,488913,181935,-0.719651715,51.52933657,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2004-04-20T00:00:00,1,rev,act
36006001422,winapgj,,,Black Boy Inn,en,,,Black Boy Lane,en,Henley Road,en,,,opp,en,W,E0053885,Hurley,,,,,,,0,U,481117,182965,-0.831773064,51.53976803,BCT,MKD,OTH,,,,65,2004-05-25T00:00:00,2014-03-03T00:00:00,3,rev,del
36006001423,winapgm,,,Football Ground,en,,,Hurley High Street,en,Henley Road,en,,,adj,en,E,E0053885,Hurley,,,,,,,0,U,482601,183115,-0.810345132,51.54090153,BCT,MKD,OTH,,,,65,2004-05-25T00:00:00,2007-03-07T00:00:00,2,rev,act
36006001043,winampm,,,St Marks Hospital Gate 1,en,,,Courthouse Road,en,St Marks Crescent,en,,,Stop D,en,SE,E0055222,Maidenhead,,,,,,,0,U,487096,181399,-0.745970548,51.52480115,BCT,MKD,TIP,,,,65,2004-04-20T00:00:00,2013-01-21T12:36:49,7,rev,act
36006001045,winampt,,,Farm Road Shops,en,,,St Margarets Road,en,Farm Road,en,,,opp,en,NE,E0055222,Maidenhead,,,,,,,0,U,486536,181333,-0.754056652,51.52429383,BCT,MKD,TIP,,,,65,2004-04-20T00:00:00,2013-10-14T15:25:37,3,rev,act
36006001052,winampw,,,Medical Centre,en,,,All Saints Avenue,en,St Marks Road,en,,,opp,en,SE,E0055222,Maidenhead,,,,,,,0,U,487548,181243,-0.73949572,51.52332903,BCT,MKD,OTH,,,,65,2004-04-20T00:00:00,2019-09-03T12:49:18,3,rev,act
